Episode,Total Storage Cost,Total Travel Cost,Total Handling Cost,Total Delay Penalty,Total Cost,Total Reward,Total Late Departure,Number of Late Departure,RL Triggers,Shipment to RL,Undelivered Requests,Wait Actions,Reassign Actions
51,152437.26666666655,189709.9259066667,89970.0,17945.83333333333,450063.02590666665,-117892.77237333333,6816,31,16,5,0,62,0
52,155072.64999999988,191294.23790000004,89970.0,20013.3,456350.1879000001,-90711.76645,4087,22,9,3,0,43,0
53,150178.8666666666,190935.11810333337,89970.0,16619.983333333334,447703.9681033333,-52071.88013333334,4203,28,9,0,0,34,0
54,153642.66666666654,188738.72863000006,89970.0,19435.05,451786.44529666676,-103492.61646666664,4221,33,11,4,0,45,0
55,152502.1833333333,188778.3685800001,89970.0,19225.066666666666,450475.6185800001,-115959.80033333332,3421,25,13,13,0,67,0
56,153924.64999999982,188889.25212666672,89970.0,19750.25,452534.1521266665,-83493.95685,1662,21,9,4,0,50,0
57,149801.71666666667,188788.7147600001,89970.0,16539.666666666668,445100.0980933335,-56308.81398333334,3810,31,8,1,0,26,0
58,152014.13333333321,188961.86532666674,89970.0,19184.483333333334,450130.4819933334,-71395.90075,1849,23,7,6,0,31,0
59,159513.36666666658,189813.0515000001,89970.0,25924.15,465220.5681666666,-103674.8102166667,4394,23,11,2,0,42,0
60,177010.41666666657,188767.82853666673,89970.0,41850.983333333344,497599.2285366668,-150558.10680333336,4415,21,14,28,0,70,0
61,148042.93333333326,201783.36088333334,89970.0,16941.749999999996,456738.0442166667,-58928.93371666668,2489,24,7,5,0,30,0
62,151343.09999999995,191944.85207000005,89970.0,19280.416666666664,452538.3687366666,-79523.72368333334,2316,22,8,0,0,30,0
63,148837.5833333332,188877.9327066667,89970.0,16736.983333333334,444422.4993733333,-40996.129066666675,3125,23,9,2,0,18,0
64,154611.74999999988,191114.0677466667,89970.0,20552.166666666664,456247.9844133333,-72870.795,3734,27,8,0,0,34,0
65,150418.0333333333,190561.9162333334,89970.0,17397.916666666664,448347.8662333334,-109087.13350000003,3039,28,11,28,0,70,0
66,150180.9,193233.4326433333,89970.0,15380.216666666667,448764.54931000003,-85587.37808333331,5717,22,9,1,0,40,0
67,160046.65,189353.20132666675,90114.0,25530.299999999996,465044.15132666664,-189073.36604999995,7131,32,24,19,0,98,0
68,151499.96666666656,192899.09285333334,89970.0,19174.216666666667,453543.2761866667,-74255.89356666668,2039,21,4,0,0,28,0
69,151848.48333333325,188944.2441700001,89970.0,19083.783333333333,449846.5108366667,-64904.14663333333,3704,25,10,17,0,54,0
70,149583.0999999999,190642.525,89970.0,16694.45,446890.0749999999,-33880.92181666667,2781,26,6,1,0,14,0
71,151564.5166666666,190759.82364333345,89970.0,19470.166666666664,451764.5069766666,-123859.52253999996,2926,28,10,4,0,53,0
72,150552.9166666666,188985.90438000008,89970.0,18384.566666666666,447893.3877133333,-95644.45556666664,4394,26,13,3,0,42,0
73,149000.9333333332,191441.88858333326,89970.0,16728.85,447141.67191666673,-59605.575833333336,2902,29,11,3,0,26,0
74,148574.83333333326,189214.77716000009,89970.0,16569.48333333333,444329.09382666665,-56881.37078333333,1917,21,7,1,0,21,0
75,148685.48333333337,190116.65657000005,89970.0,16524.783333333333,445296.9232366668,-85923.71525000001,2273,25,11,20,0,60,0
76,149245.1,189325.85890000005,89970.0,15097.766666666665,443638.7255666668,-75803.70773333334,3575,25,12,2,0,54,0
77,167736.93333333326,190114.43644333337,89970.0,31256.0,479077.3697766666,-174062.57880333334,3523,28,16,14,0,72,0
78,152386.14999999994,190440.1482966667,89970.0,20848.8,453645.09829666663,-42552.211233333335,3320,27,9,5,0,31,0
79,150368.98333333325,190705.5069266667,89970.0,17517.616666666665,448562.10692666663,-95574.84953333333,4003,30,10,4,0,46,0
80,149528.3833333333,191039.02302000002,89970.0,16628.35,447165.7563533335,-49726.38773333333,2739,27,10,1,0,26,0
81,151860.9999999999,189909.89426,89970.0,19346.966666666664,451087.8609266668,-91991.39623333335,2898,25,9,6,0,44,0
82,147704.64999999994,194539.51263666662,89970.0,16721.566666666666,448935.7293033332,-56347.325099999995,2975,29,11,3,0,28,0
83,152378.1333333333,188866.73965000006,89970.0,19337.566666666666,450552.4396499999,-35662.0056,2036,21,4,0,0,17,0
84,154154.01666666658,189288.17871000004,89970.0,18741.416666666664,452153.6120433333,-81005.56406666666,6000,26,10,6,0,35,0
85,151856.2666666666,189858.87759000002,89970.0,17040.766666666666,448725.9109233333,-101456.72226000001,4283,23,11,6,0,51,0
86,148240.24999999988,189483.38317333348,89970.0,15670.599999999999,443364.2331733332,-102014.90296333334,3770,27,15,2,0,54,0
87,152048.0166666665,189571.8657433334,89970.0,19150.249999999996,450740.1324099999,-90415.8952166667,3738,29,12,6,0,53,0
88,150324.5999999999,189504.84193000008,89970.0,17818.716666666667,447618.1585966667,-117262.6611066667,4142,27,13,15,0,71,0
89,168476.31666666653,190241.6380600001,89970.0,28080.41666666667,476768.37139333336,-125085.23494999997,4446,31,14,22,0,73,0
90,152024.63333333324,191595.6203366667,89970.0,19397.5,452987.75367,-73822.78348333336,3219,25,11,15,0,50,0
91,151625.66666666657,188708.33290000007,89970.0,19058.066666666666,449362.0662333333,-131290.4623,2038,25,14,3,0,54,0
92,151024.1833333333,188708.33290000007,89970.0,16792.216666666664,446494.73290000006,-105971.8021166667,4492,28,17,6,0,66,0
93,153665.76666666658,188733.6167600001,89970.0,19419.45,451788.8334266667,-80821.36434333335,7140,35,16,8,0,44,0
94,153395.78333333324,197068.23128333336,89970.0,21163.13333333333,461597.14795,-53376.90838333335,2425,24,6,0,0,26,0
95,153903.6499999999,190860.2858,89970.0,18238.649999999998,452972.5858000001,-44604.26171666666,5794,27,7,1,0,16,0
96,148449.9833333333,189165.48304666675,89970.0,16485.083333333332,444070.5497133333,-143436.10113333334,3040,22,13,5,0,62,0
97,150406.29999999996,188936.76512666672,89970.0,17024.433333333334,446337.49846000003,-110680.99836666665,5861,28,12,0,0,49,0
98,146872.3166666666,190957.69731333334,89970.0,15485.5,443285.51398,-80379.07900999997,1966,24,10,5,0,45,0
99,160976.9833333332,189594.15723333345,89970.0,21182.81666666667,461723.9572333334,-100120.27885000002,9184,30,10,0,0,43,0
100,206474.1333333334,190251.48107666668,89970.0,67567.06666666667,554262.6810766668,-224258.50739999994,4250,28,13,25,0,82,0
