,Time_Step,Service_ID,Service_week,Demand_ID,Containers_Moved,Demand_Announce_time,Demand_Release_time,Demand_Due_time,Storage_hours,delay_hours,Number of transshipments,storage_cost,delay_penalty,handling_cost,transportation_cost,real_objective,Potential_Services,Potential_Requests,Solution_Number,Objective_Value
471,54,"Barge01, Train22",0,Request55,23,54,13,74,0.0,0.0,1,0.0,0.0,966.0,2794.97035,3277.9703499999996,136,54,5,4462.470349999989
472,54,"Barge26, Truck33",0,Request55,23,54,13,74,0.0,0.0,1,0.0,0.0,966.0,1918.3310999999999,2401.3311,563,54,6,4689.83110000001
473,54,Train14,0,Request55,23,54,13,74,0.0,0.0,0,0.0,0.0,828.0,1687.0385,2515.0385,180,54,7,4723.038499999995
474,54,"Barge18, Train30",0,Request55,23,54,13,74,0.0,0.0,1,0.0,0.0,966.0,3181.0920499999997,3664.0920499999997,164,54,8,4733.592050000007
475,54,"Barge19, Train30",0,Request55,23,54,13,74,0.0,0.0,1,0.0,0.0,966.0,2767.09205,3250.09205,165,54,9,4733.592050000007
476,54,"Barge20, Train30",0,Request55,23,54,13,74,0.0,0.0,1,0.0,0.0,966.0,2629.09205,3112.09205,166,54,10,4733.592050000007
477,55,"Barge26, Train33",0,Request56,5,55,59,189,23.0,0.0,1,23.0,0.0,210.0,808.461,1028.461,221,55,1,1028.4610000000102
478,55,"Barge21, Train31",0,Request56,5,55,59,189,0.0,0.0,1,0.0,0.0,210.0,931.8779999999999,1036.878,217,55,2,1041.877999999997
479,55,"Barge22, Train31",0,Request56,5,55,59,189,0.0,0.0,1,0.0,0.0,210.0,901.8779999999999,1006.8779999999999,218,55,3,1041.877999999997
480,55,"Barge23, Train31",0,Request56,5,55,59,189,0.0,0.0,1,0.0,0.0,210.0,781.8779999999999,886.8779999999999,219,55,4,1041.877999999997
481,55,"Barge24, Train31",0,Request56,5,55,59,189,0.0,0.0,1,0.0,0.0,210.0,751.8779999999999,856.8779999999999,220,55,5,1041.877999999997
482,55,"Barge08, Barge47, Train31",0,Request56,5,55,59,189,0.0,0.0,2,0.0,0.0,240.0,931.195,1036.195,209,55,6,1056.195000000007
483,55,"Barge09, Barge47, Train31",0,Request56,5,55,59,189,0.0,0.0,2,0.0,0.0,240.0,871.195,976.195,212,55,7,1056.195000000007
484,55,Train16,0,Request56,5,55,59,189,0.0,0.0,0,0.0,0.0,180.0,785.8875,965.8875,233,55,8,1165.8875000000116
485,55,"Barge08, Train27, Train31",0,Request56,5,55,59,189,0.0,0.0,2,0.0,0.0,390.0,1226.7875,1331.7875,210,55,9,1351.7875000000058
486,55,"Train06, Train31",0,Request56,5,55,59,189,0.0,0.0,1,0.0,0.0,360.0,1095.8875,1275.8875,227,55,10,1385.8875000000116
487,56,"Barge36, Train31",0,Request57,17,56,45,155,30.0,0.0,1,30.0,0.0,714.0,2912.80465,3779.80465,293,56,1,3779.8046500000055
488,56,"Barge33, Barge48, Train33",0,Request57,17,56,45,155,0.0,0.0,2,0.0,0.0,816.0,3325.0257500000002,3682.0257500000002,289,56,2,3784.0257500000007
489,56,"Barge33, Barge47, Train31",0,Request57,17,56,45,155,0.0,0.0,2,0.0,0.0,816.0,3369.48245,3726.48245,288,56,3,3828.4824500000104
490,56,Train23,0,Request57,17,56,45,155,0.0,0.0,0,0.0,0.0,612.0,2761.08475,3373.08475,298,56,4,3951.084750000009
491,56,"Barge33, Train27, Train31",0,Request57,17,56,45,155,0.0,0.0,2,0.0,0.0,1326.0,4374.49695,4731.49695,290,56,5,4833.496950000001
492,56,"Barge33, Train28, Train33",0,Request57,17,56,45,155,0.0,0.0,2,0.0,0.0,1326.0,4493.49695,4850.49695,291,56,6,4952.496950000001
493,56,"Train17, Train31",0,Request57,17,56,45,155,0.0,0.0,1,0.0,0.0,1224.0,3857.58475,4469.58475,294,56,7,5030.584750000009
494,56,"Train18, Train31",0,Request57,17,56,45,155,0.0,0.0,1,0.0,0.0,1224.0,3449.58475,4061.58475,295,56,8,5030.584750000009
495,56,"Train19, Train33",0,Request57,17,56,45,155,0.0,0.0,1,0.0,0.0,1224.0,4188.71925,4800.71925,296,56,9,5310.719249999995
496,56,"Train20, Train33",0,Request57,17,56,45,155,0.0,0.0,1,0.0,0.0,1224.0,3780.71925,4392.71925,297,56,10,5310.719249999995
497,57,"Barge33, Barge48",0,Request58,9,57,50,133,1.0,0.0,1,1.0,0.0,108.0,304.24275,367.24275,247,57,1,367.2427500000049
498,57,Barge37,0,Request58,9,57,50,133,0.0,0.0,0,0.0,0.0,54.0,138.35745,192.35745,249,57,2,669.3574500000104
499,57,"Barge33, Train28",0,Request58,9,57,50,133,0.0,0.0,1,0.0,0.0,378.0,769.8451500000001,958.8451500000001,248,57,3,967.8451500000083
500,57,Train19,0,Request58,9,57,50,133,0.0,0.0,0,0.0,0.0,324.0,612.9922499999999,936.9922499999999,250,57,4,1161.9922500000102
501,57,Train20,0,Request58,9,57,50,133,0.0,0.0,0,0.0,0.0,324.0,612.9922499999999,936.9922499999999,251,57,5,1377.9922500000102
502,57,"Barge33, Truck26",0,Request58,9,57,50,133,0.0,0.0,1,0.0,0.0,378.0,1225.08315,1414.08315,661,57,6,1423.0831499999913
503,57,"Barge33, Truck26",0,Request58,9,57,50,133,0.0,0.0,1,0.0,0.0,378.0,1360.08315,1549.08315,662,57,7,1558.0831499999913
504,58,"Barge23, Train30",0,Request59,27,58,78,181,12.0,0.0,1,12.0,0.0,1134.0,1790.3254499999998,2681.32545,169,58,1,2681.325450000004
505,58,"Barge26, Truck33",0,Request59,27,58,78,181,0.0,0.0,1,0.0,0.0,1134.0,2251.9539,2818.9539,563,58,2,2926.953899999993
506,58,Train14,0,Request59,27,58,78,181,0.0,0.0,0,0.0,0.0,972.0,1980.4365000000003,2952.4365000000003,180,58,3,3222.4365000000107
507,58,"Train06, Train30",0,Request59,27,58,78,181,0.0,0.0,1,0.0,0.0,1944.0,3485.9767500000003,4457.97675,176,58,4,4538.976750000002
508,58,"Train11, Truck33",0,Request59,27,58,78,181,0.0,0.0,1,0.0,0.0,1944.0,3951.9765000000007,4923.976500000001,572,58,5,5490.97649999999
509,59,"Barge33, Barge48, Truck33",0,Request60,19,59,10,74,41.0,12.4,2,41.0,12.4,912.0,1972.2617500000001,3385.86175,696,59,1,3385.861750000011
510,59,Train22,0,Request60,19,59,10,74,0.0,0.0,0,0.0,0.0,684.0,1493.1862500000002,2177.18625,283,59,2,3687.686249999999
511,59,"Barge33, Train28, Truck33",0,Request60,19,59,10,74,0.0,0.0,2,0.0,0.0,1482.0,3240.20015,3639.20015,700,59,3,4615.8001499999955
512,59,"Train19, Truck33",0,Request60,19,59,10,74,0.0,0.0,1,0.0,0.0,1368.0,2880.56625,3564.56625,705,59,4,5069.366249999992
513,59,"Train20, Truck33",0,Request60,19,59,10,74,0.0,0.0,1,0.0,0.0,1368.0,2880.56625,3564.56625,706,59,5,5981.366249999992
514,60,Barge20,0,Request61,24,60,37,147,5.0,0.0,0,5.0,0.0,144.0,290.6904,554.6904,40,60,1,554.6903999999922
515,60,Barge21,0,Request61,24,60,37,147,0.0,0.0,0,0.0,0.0,144.0,290.6904,434.69039999999995,41,60,2,986.6903999999922
516,60,Barge22,0,Request61,24,60,37,147,0.0,0.0,0,0.0,0.0,144.0,290.6904,434.69039999999995,42,60,3,1130.6903999999922
517,60,"Barge01, Barge36",0,Request61,24,60,37,147,0.0,0.0,1,0.0,0.0,288.0,900.2316000000001,1044.2316,18,60,4,1428.2315999999992
518,60,Barge23,0,Request61,24,60,37,147,0.0,0.0,0,0.0,0.0,144.0,290.6904,434.69039999999995,43,60,5,1706.6903999999922
519,60,"Barge06, Barge47",0,Request61,24,60,37,147,0.0,0.0,1,0.0,0.0,288.0,1631.4119999999998,1775.4119999999998,30,60,6,1823.4120000000112
520,60,"Barge07, Barge47",0,Request61,24,60,37,147,0.0,0.0,1,0.0,0.0,288.0,1343.4119999999998,1487.4119999999998,32,60,7,1823.4120000000112
521,60,"Barge08, Barge47",0,Request61,24,60,37,147,0.0,0.0,1,0.0,0.0,288.0,1055.4119999999998,1199.4119999999998,34,60,8,1823.4120000000112
522,60,"Barge09, Barge47",0,Request61,24,60,37,147,0.0,0.0,1,0.0,0.0,288.0,767.412,911.4119999999999,36,60,9,1823.4120000000112
523,60,Barge24,0,Request61,24,60,37,147,0.0,0.0,0,0.0,0.0,144.0,290.6904,434.69039999999995,44,60,10,1850.6903999999922
524,61,"Barge40, Barge47, Train31",0,Request62,12,61,3,73,2.0,52.0,2,2.0,52.0,576.0,2932.5072,3832.5071999999996,341,61,1,3832.5071999999927
525,61,"Barge41, Barge47, Train31",0,Request62,12,61,3,73,0.0,0.0,2,0.0,0.0,576.0,2356.5072,2608.5072,345,61,2,3832.5071999999927
526,61,"Barge45, Train33",0,Request62,12,61,3,73,0.0,0.0,1,0.0,0.0,504.0,2312.7162,2564.7162,349,61,3,3848.7161999999953
527,61,"Barge40, Barge48, Train33",0,Request62,12,61,3,73,0.0,0.0,2,0.0,0.0,576.0,2901.126,3153.1259999999997,342,61,4,3885.1259999999893
528,61,"Barge41, Barge48, Train33",0,Request62,12,61,3,73,0.0,0.0,2,0.0,0.0,576.0,2325.126,2577.126,346,61,5,3885.1259999999893
529,61,"Barge40, Train27, Train31",0,Request62,12,61,3,73,0.0,0.0,2,0.0,0.0,936.0,3641.9292,3893.9292,343,61,6,4541.929200000013
530,61,"Barge41, Train27, Train31",0,Request62,12,61,3,73,0.0,0.0,2,0.0,0.0,936.0,3065.9292,3317.9292,347,61,7,4541.929200000013
531,61,"Train24, Train31",0,Request62,12,61,3,73,0.0,0.0,1,0.0,0.0,864.0,2513.259,2945.259,350,61,8,4565.258999999991
532,61,"Barge40, Train28, Train33",0,Request62,12,61,3,73,0.0,0.0,2,0.0,0.0,936.0,3725.9292,3977.9292,344,61,9,4709.929200000013
533,61,"Barge41, Train28, Train33",0,Request62,12,61,3,73,0.0,0.0,2,0.0,0.0,936.0,3149.9292,3401.9292,348,61,10,4709.929200000013
534,62,Barge23,0,Request63,7,62,74,196,16.0,0.0,0,16.0,0.0,42.0,84.7847,238.7847,43,62,1,238.78469999998924
535,62,"Barge09, Barge47",0,Request63,7,62,74,196,0.0,0.0,1,0.0,0.0,84.0,223.8285,265.82849999999996,36,62,2,272.82850000000326
536,62,Barge24,0,Request63,7,62,74,196,0.0,0.0,0,0.0,0.0,42.0,84.7847,126.78469999999999,44,62,3,280.78469999998924
537,62,Barge25,0,Request63,7,62,74,196,0.0,0.0,0,0.0,0.0,42.0,84.7847,126.78469999999999,45,62,4,448.78469999998924
538,62,Train06,0,Request63,7,62,74,196,0.0,0.0,0,0.0,0.0,252.0,293.398,545.398,51,62,5,594.3979999999865
539,62,Train07,0,Request63,7,62,74,196,0.0,0.0,0,0.0,0.0,252.0,293.398,545.398,52,62,6,762.3979999999865
540,62,"Barge09, Truck25",0,Request63,7,62,74,196,0.0,0.0,1,0.0,0.0,294.0,732.5885000000001,879.5885000000001,395,62,7,886.5885000000126
541,62,Train08,0,Request63,7,62,74,196,0.0,0.0,0,0.0,0.0,252.0,293.398,545.398,53,62,8,930.3979999999865
542,63,Barge31,0,Request64,22,63,78,154,2.0,0.0,0,2.0,0.0,132.0,348.4558,524.4558000000001,120,63,1,524.4557999999961
543,63,"Barge26, Barge49",0,Request64,22,63,78,154,0.0,0.0,1,0.0,0.0,264.0,929.2018999999999,1061.2019,119,63,2,1149.2018999999855
544,63,"Barge26, Truck32",0,Request64,22,63,78,154,0.0,0.0,1,0.0,0.0,924.0,1050.2734,1512.2734,483,63,3,1600.2734000000055
545,63,"Barge23, Train29",0,Request64,22,63,78,154,0.0,0.0,1,0.0,0.0,924.0,1206.2567,1668.2567,118,63,4,1932.256699999998
546,63,"Barge23, Truck29",0,Request64,22,63,78,154,0.0,0.0,1,0.0,0.0,924.0,1773.4332000000002,2235.4332,482,63,5,2499.4331999999995
547,63,Train13,0,Request64,22,63,78,154,0.0,0.0,0,0.0,0.0,792.0,1152.635,1944.635,130,63,6,2648.6350000000093
548,63,"Train11, Barge49",0,Request64,22,63,78,154,0.0,0.0,1,0.0,0.0,924.0,2160.4055,2622.4055,129,63,7,3084.4054999999935
549,63,"Train06, Train29",0,Request64,22,63,78,154,0.0,0.0,1,0.0,0.0,1584.0,2587.8985,3379.8985000000002,126,63,8,3445.8985000000102
550,63,"Train06, Truck29",0,Request64,22,63,78,154,0.0,0.0,1,0.0,0.0,1584.0,2759.075,3551.075,489,63,9,3617.0750000000116
551,63,"Train11, Truck32",0,Request64,22,63,78,154,0.0,0.0,1,0.0,0.0,1584.0,2435.4770000000003,3227.4770000000003,492,63,10,3689.4770000000135
552,64,"Barge01, Train23",0,Request65,15,64,25,95,28.0,0.0,1,28.0,0.0,630.0,3095.2267500000003,3830.2267500000003,186,64,1,3830.2267500000016
553,64,"Barge19, Train31",0,Request65,15,64,25,95,0.0,0.0,1,0.0,0.0,630.0,3155.634,3470.634,215,64,2,4085.633999999991
554,64,"Barge05, Barge47, Train31",0,Request65,15,64,25,95,0.0,0.0,2,0.0,0.0,720.0,3333.585,3648.585,197,64,3,4128.584999999992
555,64,"Barge06, Barge47, Train31",0,Request65,15,64,25,95,0.0,0.0,2,0.0,0.0,720.0,3153.585,3468.585,201,64,4,4128.584999999992
556,64,"Barge07, Barge47, Train31",0,Request65,15,64,25,95,0.0,0.0,2,0.0,0.0,720.0,2973.585,3288.585,205,64,5,4128.584999999992
557,64,"Barge08, Barge47, Train31",0,Request65,15,64,25,95,0.0,0.0,2,0.0,0.0,720.0,2793.585,3108.585,209,64,6,4128.584999999992
558,64,"Barge01, Barge36, Train31",0,Request65,15,64,25,95,0.0,0.0,2,0.0,0.0,720.0,2944.09725,3259.09725,181,64,7,4129.097249999992
559,64,"Barge05, Barge48, Train33",0,Request65,15,64,25,95,0.0,0.0,2,0.0,0.0,720.0,3294.3585,3609.3585,198,64,8,4194.358500000002
560,64,"Barge06, Barge48, Train33",0,Request65,15,64,25,95,0.0,0.0,2,0.0,0.0,720.0,3114.3585,3429.3585,202,64,9,4194.358500000002
561,64,"Barge07, Barge48, Train33",0,Request65,15,64,25,95,0.0,0.0,2,0.0,0.0,720.0,2934.3585,3249.3585,206,64,10,4194.358500000002
562,65,Train14,0,Request66,23,65,86,162,2.0,0.0,0,2.0,0.0,828.0,1687.0385,2561.0385,180,65,1,2561.038499999995
563,0,Barge31,1,Request67,30,0,238,372,10.0,0.0,0,10.0,0.0,180.0,475.16700000000003,955.167,120,0,1,955.1669999999867
564,0,"Barge26, Barge49",1,Request67,30,0,238,372,0.0,0.0,1,0.0,0.0,360.0,1267.0935,1447.0935,119,0,2,1807.0934999999881
565,0,"Barge26, Truck32",1,Request67,30,0,238,372,0.0,0.0,1,0.0,0.0,1260.0,1432.191,2062.191,483,0,3,2422.1909999999916
566,0,"Barge23, Train29",1,Request67,30,0,238,372,0.0,0.0,1,0.0,0.0,1260.0,1644.8955,2274.8954999999996,118,0,4,2874.8955000000133
567,0,"Barge09, Barge47, Train29",1,Request67,30,0,238,372,0.0,0.0,2,0.0,0.0,1440.0,2180.7975,2810.7975,111,0,5,2960.797499999986
568,0,"Barge23, Truck29",1,Request67,30,0,238,372,0.0,0.0,1,0.0,0.0,1260.0,2418.318,3048.318,482,0,6,3648.3179999999993
569,0,"Barge09, Barge47, Truck29",1,Request67,30,0,238,372,0.0,0.0,2,0.0,0.0,1440.0,3059.2200000000003,3689.2200000000003,475,0,7,3839.220000000001
570,0,Train13,1,Request67,30,0,238,372,0.0,0.0,0,0.0,0.0,1080.0,1571.7749999999999,2651.775,130,0,8,3851.774999999994
571,0,"Train10, Barge49",1,Request67,30,0,238,372,0.0,0.0,1,0.0,0.0,1260.0,3666.0074999999997,4296.0075,128,0,9,4446.007500000007
572,0,"Train11, Barge49",1,Request67,30,0,238,372,0.0,0.0,1,0.0,0.0,1260.0,2946.0074999999997,3576.0074999999997,129,0,10,4446.007500000007
573,1,Barge39,1,Request68,23,1,181,347,53.0,0.0,0,53.0,0.0,138.0,375.00924999999995,1732.00925,263,1,1,1732.0092500000028
574,1,"Barge35, Truck29",1,Request68,23,1,181,347,0.0,0.0,1,0.0,0.0,966.0,1864.7583499999998,2347.75835,679,1,2,2669.758349999989
575,1,"Barge33, Barge48, Barge49",1,Request68,23,1,181,347,0.0,0.0,2,0.0,0.0,414.0,1751.082,1889.082,258,1,3,2763.081999999995
576,1,"Barge33, Barge48, Truck32",1,Request68,23,1,181,347,0.0,0.0,2,0.0,0.0,1104.0,1567.1567499999999,2050.15675,674,1,4,2924.1567499999946
577,1,"Barge35, Train29",1,Request68,23,1,181,347,0.0,0.0,1,0.0,0.0,966.0,2709.3011,3192.3011,261,1,5,3514.3011000000115
578,1,"Barge36, Train29",1,Request68,23,1,181,347,0.0,0.0,1,0.0,0.0,966.0,1605.3011,2088.3011,262,1,6,3514.3011000000115
579,1,"Barge33, Barge47, Train29",1,Request68,23,1,181,347,0.0,0.0,2,0.0,0.0,1104.0,2223.1593,2706.1593,257,1,7,3580.1592999999993
580,1,Train21,1,Request68,23,1,181,347,0.0,0.0,0,0.0,0.0,828.0,1325.53025,2153.53025,268,1,8,3625.5302500000107
581,1,"Barge36, Truck29",1,Request68,23,1,181,347,0.0,0.0,1,0.0,0.0,966.0,1864.7583499999998,2347.75835,680,1,9,3773.758349999989
582,1,"Barge33, Barge47, Truck29",1,Request68,23,1,181,347,0.0,0.0,2,0.0,0.0,1104.0,2896.61655,3379.61655,672,1,10,4253.616550000006
583,2,Train23,1,Request69,24,2,166,231,81.0,31.5,0,81.0,31.5,864.0,3898.0020000000004,7462.0019999999995,298,2,1,7462.002000000008
584,2,"Barge35, Train31",1,Request69,24,2,166,231,0.0,0.0,1,0.0,0.0,1008.0,5264.1948,5768.1948,292,2,2,7952.1947999999975
585,2,"Barge36, Train31",1,Request69,24,2,166,231,0.0,0.0,1,0.0,0.0,1008.0,4112.1948,4616.1948,293,2,3,7952.1947999999975
586,2,"Barge32, Barge47, Train31",1,Request69,24,2,166,231,0.0,0.0,2,0.0,0.0,1152.0,5908.9164,6412.916399999999,284,2,4,8020.916399999987
587,2,"Barge33, Barge47, Train31",1,Request69,24,2,166,231,0.0,0.0,2,0.0,0.0,1152.0,4756.9164,5260.9164,288,2,5,8020.916399999987
588,2,"Barge32, Barge48, Train33",1,Request69,24,2,166,231,0.0,0.0,2,0.0,0.0,1152.0,5846.154,6350.1539999999995,285,2,6,8126.15400000001
589,2,"Barge33, Barge48, Train33",1,Request69,24,2,166,231,0.0,0.0,2,0.0,0.0,1152.0,4694.154,5198.154,289,2,7,8126.15400000001
590,2,"Barge32, Train27, Train31",1,Request69,24,2,166,231,0.0,0.0,2,0.0,0.0,1872.0,7327.7604,7831.7604,286,2,8,9439.7604
591,2,"Barge33, Train27, Train31",1,Request69,24,2,166,231,0.0,0.0,2,0.0,0.0,1872.0,6175.7604,6679.7604,290,2,9,9439.7604
592,2,"Train17, Train31",1,Request69,24,2,166,231,0.0,0.0,1,0.0,0.0,1728.0,5446.002,6310.0019999999995,294,2,10,9718.002000000008
593,3,"Barge01, Barge39",1,Request70,9,3,199,308,22.0,0.0,1,22.0,0.0,108.0,290.12805,542.12805,80,3,1,542.1280499999993
594,3,Barge31,1,Request70,9,3,199,308,0.0,0.0,0,0.0,0.0,54.0,142.55010000000001,196.55010000000001,120,3,2,637.5500999999931
595,3,"Barge26, Barge49",1,Request70,9,3,199,308,0.0,0.0,1,0.0,0.0,108.0,380.12805,434.12805,119,3,3,893.1280499999993
596,3,"Barge06, Barge48, Barge49",1,Request70,9,3,199,308,0.0,0.0,2,0.0,0.0,162.0,793.51335,847.51335,101,3,4,919.5133499999938
597,3,"Barge07, Barge48, Barge49",1,Request70,9,3,199,308,0.0,0.0,2,0.0,0.0,162.0,685.51335,739.51335,105,3,5,919.5133499999938
598,3,"Barge19, Truck29",1,Request70,9,3,199,308,0.0,0.0,1,0.0,0.0,378.0,725.4954,914.4954,478,3,6,959.4954000000143
599,3,"Barge06, Barge48, Truck32",1,Request70,9,3,199,308,0.0,0.0,2,0.0,0.0,432.0,721.5426,910.5426,455,3,7,982.5425999999861
600,3,"Barge07, Barge48, Truck32",1,Request70,9,3,199,308,0.0,0.0,2,0.0,0.0,432.0,613.5426,802.5426,463,3,8,982.5425999999861
601,3,"Barge20, Truck29",1,Request70,9,3,199,308,0.0,0.0,1,0.0,0.0,378.0,725.4954,914.4954,479,3,9,1013.4954000000143
602,3,"Barge26, Truck32",1,Request70,9,3,199,308,0.0,0.0,1,0.0,0.0,378.0,429.65729999999996,618.6573,483,3,10,1077.6572999999917
603,4,"Barge18, Truck30",1,Request71,16,4,184,234,2.0,0.0,1,2.0,0.0,672.0,1785.7536,2153.7536,557,4,1,2153.7535999999964
604,4,"Barge19, Truck30",1,Request71,16,4,184,234,0.0,0.0,1,0.0,0.0,672.0,1785.7536,2121.7536,558,4,2,2441.7535999999964
605,4,"Barge20, Truck30",1,Request71,16,4,184,234,0.0,0.0,1,0.0,0.0,672.0,1785.7536,2121.7536,559,4,3,2537.7535999999964
606,4,"Barge05, Barge48, Truck33",1,Request71,16,4,184,234,0.0,0.0,2,0.0,0.0,768.0,2045.3984,2381.3984,527,4,4,2883.7983999999997
607,4,"Barge07, Barge48, Truck33",1,Request71,16,4,184,234,0.0,0.0,2,0.0,0.0,768.0,1661.3984,1997.3984,543,4,5,2883.7983999999997
608,4,"Barge06, Barge48, Truck33",1,Request71,16,4,184,234,0.0,0.0,2,0.0,0.0,768.0,1853.3984,2189.3984,535,4,6,2883.7983999999997
609,4,"Barge21, Truck30",1,Request71,16,4,184,234,0.0,0.0,1,0.0,0.0,672.0,1785.7536,2121.7536,560,4,7,3041.7535999999964
610,4,"Barge01, Train22",1,Request71,16,4,184,234,0.0,0.0,1,0.0,0.0,672.0,1944.3272,2280.3271999999997,136,4,8,3184.3271999999997
611,4,"Barge22, Truck30",1,Request71,16,4,184,234,0.0,0.0,1,0.0,0.0,672.0,1785.7536,2121.7536,561,4,9,3233.7535999999964
612,4,"Train09, Truck33",1,Request71,16,4,184,234,0.0,0.0,1,0.0,0.0,1152.0,2341.9120000000003,2917.9120000000003,570,4,10,3317.912000000011
613,5,"Barge41, Barge47",1,Request72,25,5,208,260,13.0,13.0,1,13.0,13.0,300.0,1352.8025,2152.8025,304,5,1,2152.8024999999907
614,5,Barge43,1,Request72,25,5,208,260,0.0,0.0,0,0.0,0.0,150.0,256.2175,406.2175,306,5,2,2331.217499999999
615,5,"Barge41, Train27",1,Request72,25,5,208,260,0.0,0.0,1,0.0,0.0,1050.0,1780.7650000000003,2305.7650000000003,305,5,3,2630.765000000014
616,5,Train24,1,Request72,25,5,208,260,0.0,0.0,0,0.0,0.0,900.0,916.8687500000001,1816.86875,308,5,4,2966.868749999994
617,5,"Barge41, Truck25",1,Request72,25,5,208,260,0.0,0.0,1,0.0,0.0,1050.0,2569.8025000000002,3094.8025000000002,731,5,5,3419.8024999999907
618,5,Barge44,1,Request72,25,5,208,260,0.0,0.0,0,0.0,0.0,150.0,256.2175,406.2175,307,5,6,3681.217499999999
619,5,"Barge41, Truck25",1,Request72,25,5,208,260,0.0,0.0,1,0.0,0.0,1050.0,2944.8025000000002,3469.8025000000002,732,5,7,3794.8024999999907
620,6,Barge21,1,Request73,14,6,218,277,10.0,0.0,0,10.0,0.0,84.0,169.5694,393.5694,41,6,1,393.5694000000076
621,6,Barge22,1,Request73,14,6,218,277,0.0,0.0,0,0.0,0.0,84.0,169.5694,253.56939999999997,42,6,2,477.5694000000076
622,6,"Barge01, Barge36",1,Request73,14,6,218,277,0.0,0.0,1,0.0,0.0,168.0,525.1351,609.1351,18,6,3,651.1351000000141
623,6,Barge23,1,Request73,14,6,218,277,0.0,0.0,0,0.0,0.0,84.0,169.5694,253.56939999999997,43,6,4,813.5694000000076
624,6,"Barge07, Barge47",1,Request73,14,6,218,277,0.0,0.0,1,0.0,0.0,168.0,783.6569999999999,867.6569999999999,32,6,5,881.6570000000065
625,6,"Barge08, Barge47",1,Request73,14,6,218,277,0.0,0.0,1,0.0,0.0,168.0,615.6569999999999,699.6569999999999,34,6,6,881.6570000000065
626,6,"Barge09, Barge47",1,Request73,14,6,218,277,0.0,0.0,1,0.0,0.0,168.0,447.657,531.6569999999999,36,6,7,881.6570000000065
627,6,Barge24,1,Request73,14,6,218,277,0.0,0.0,0,0.0,0.0,84.0,169.5694,253.56939999999997,44,6,8,897.5694000000076
628,6,"Barge02, Barge43",1,Request73,14,6,218,277,0.0,0.0,1,0.0,0.0,168.0,827.0913,911.0913,21,6,9,967.0913
629,6,Train05,1,Request73,14,6,218,277,0.0,0.0,0,0.0,0.0,504.0,586.796,1090.796,50,6,10,1188.796000000002
630,7,Train23,1,Request74,25,7,172,263,75.0,0.0,0,75.0,0.0,900.0,4060.4187500000003,6835.41875,298,7,1,6835.418750000012
631,7,"Barge35, Train31",1,Request74,25,7,172,263,0.0,0.0,1,0.0,0.0,1050.0,5483.53625,6008.53625,292,7,2,7333.536250000005
632,7,"Barge36, Train31",1,Request74,25,7,172,263,0.0,0.0,1,0.0,0.0,1050.0,4283.53625,4808.53625,293,7,3,7333.536250000005
633,7,"Barge33, Barge47, Train31",1,Request74,25,7,172,263,0.0,0.0,2,0.0,0.0,1200.0,4955.12125,5480.12125,288,7,4,7405.1212499999965
634,7,"Barge33, Barge48, Train33",1,Request74,25,7,172,263,0.0,0.0,2,0.0,0.0,1200.0,4889.743750000001,5414.743750000001,289,7,5,7514.743749999994
635,7,"Barge33, Train27, Train31",1,Request74,25,7,172,263,0.0,0.0,2,0.0,0.0,1950.0,6433.08375,6958.08375,290,7,6,8883.08374999999
636,7,"Train17, Train31",1,Request74,25,7,172,263,0.0,0.0,1,0.0,0.0,1800.0,5672.91875,6572.91875,294,7,7,9172.918750000012
637,7,"Train18, Train31",1,Request74,25,7,172,263,0.0,0.0,1,0.0,0.0,1800.0,5072.91875,5972.91875,295,7,8,9172.918750000012
638,7,"Barge33, Train28, Train33",1,Request74,25,7,172,263,0.0,0.0,2,0.0,0.0,1950.0,6608.08375,7133.08375,291,7,9,9233.08374999999
639,7,"Train19, Train33",1,Request74,25,7,172,263,0.0,0.0,1,0.0,0.0,1800.0,6159.88125,7059.88125,296,7,10,9759.881250000006
640,8,"Barge01, Barge39",1,Request75,27,8,198,295,23.0,0.0,1,23.0,0.0,324.0,870.38415,1653.3841499999999,80,8,1,1653.384149999998
641,8,Barge31,1,Request75,27,8,198,295,0.0,0.0,0,0.0,0.0,162.0,427.6503,589.6503,120,8,2,1939.6503000000084
642,8,"Barge26, Barge49",1,Request75,27,8,198,295,0.0,0.0,1,0.0,0.0,324.0,1140.3841499999999,1302.3841499999999,119,8,3,2706.384149999998
643,8,"Barge06, Barge48, Barge49",1,Request75,27,8,198,295,0.0,0.0,2,0.0,0.0,486.0,2380.54005,2542.54005,101,8,4,2785.5400500000105
644,8,"Barge07, Barge48, Barge49",1,Request75,27,8,198,295,0.0,0.0,2,0.0,0.0,486.0,2056.54005,2218.54005,105,8,5,2785.5400500000105
645,8,"Barge19, Truck29",1,Request75,27,8,198,295,0.0,0.0,1,0.0,0.0,1134.0,2176.4862000000003,2743.4862000000003,478,8,6,2905.486200000014
646,8,"Barge06, Barge48, Truck32",1,Request75,27,8,198,295,0.0,0.0,2,0.0,0.0,1296.0,2164.6278,2731.6278,455,8,7,2974.6277999999875
647,8,"Barge07, Barge48, Truck32",1,Request75,27,8,198,295,0.0,0.0,2,0.0,0.0,1296.0,1840.6278000000002,2407.6278,463,8,8,2974.6277999999875
