Episode,Total Cost,Total Reward
4274.0,458765.3683166666,-85008.07519999999
4275.0,458835.7669299998,-49647.0587
4276.0,490572.1172700001,-154210.7635
4277.0,508567.64073333336,-197410.22140000004
4278.0,459337.5277333332,-53194.96795
4279.0,451400.8552199998,-93753.3846
4280.0,452788.1164899999,-113184.57385999996
4281.0,486336.6507333331,-187405.68061666665
4282.0,493941.5038833333,-145239.72820999997
4283.0,526603.8782566666,-112989.5095666666
4284.0,450203.6364666664,-78089.81790333331
4285.0,462477.45843333314,-90405.61321666666
4286.0,455158.867743333,-72911.20626666669
4287.0,535628.8512133333,-235688.07796666663
4288.0,469409.1192266664,-143668.7944333334
4289.0,457519.2910633331,-142664.78500333335
4290.0,490644.36555,-60312.28398333333
4291.0,477381.5825466664,-145719.63068333332
4292.0,467232.5156166665,-98857.62633333332
4293.0,467897.1980533331,-162810.14833333343
4294.0,478505.52645,-72453.96591666667
4295.0,486668.00358999975,-137878.2049233333
4296.0,529555.27055,-246758.08228666655
4297.0,470747.2975166665,-73033.92889999998
4298.0,493836.9819066666,-186295.08125666657
4299.0,451255.3311966668,-68307.86008666667
4300.0,497311.6806999999,-193245.93271666663
4301.0,460362.5439833334,-198584.64565
4302.0,510695.16153666674,-203191.29795000007
4303.0,481716.1923433332,-136354.09681666666
4304.0,461263.8388600001,-74538.78800000002
4305.0,487665.3110433333,-208139.18454333337
4306.0,478725.69853999984,-210303.41516666676
4307.0,523929.1993233333,-206759.42321666665
4308.0,486903.4865366665,-105161.11481666668
4309.0,482498.71426666697,-148204.85860666662
4310.0,458791.1718433333,-70595.68596666666
4311.0,535329.0200166667,-128480.7186
4312.0,460659.42895,-105334.92525
4313.0,455311.5320833332,-106018.14961666663
4314.0,521400.1036966667,-214422.5816333332
4315.0,466134.2589500001,-134037.62976666668
4316.0,467586.5745500001,-121618.42529333332
4317.0,463542.8091733332,-118339.7459666666
4318.0,473589.3347766666,-92914.20678333336
4319.0,456784.7078733331,-46982.41716666666
4320.0,500504.1734333333,-160169.73468333334
4321.0,456265.2667366666,-87377.27651666665
4322.0,460320.5525966667,-115901.22424666664
4323.0,469219.94446,-95419.98457666664
4324.0,529124.2170299996,-149486.30146666666
4325.0,500484.5660566665,-150210.50376000005
4326.0,449794.97675666655,-83678.24431666668
4327.0,456051.66042,-107585.21686666668
4328.0,482676.44838666654,-141612.42482
4329.0,448384.1677266664,-51335.3058
4330.0,472011.4317133333,-68826.14308
4331.0,479263.7033266666,-141253.58933333334
4332.0,492180.8152866664,-103703.57631666664
4333.0,469899.7877533332,-96786.16533333328
4334.0,458659.0062533333,-58553.48006666667
4335.0,463785.2106700001,-90259.9954166667
4336.0,457766.1599133333,-84013.6558166667
4337.0,469546.0799566665,-143717.08101666675
4338.0,470219.4995933331,-95562.59947666668
4339.0,467118.54221666657,-167511.67348333335
4340.0,461912.01315,-134534.9864633333
4341.0,449500.7443433333,-34926.97228333332
4342.0,478156.93008666654,-100899.50625
4343.0,486996.81499666657,-93457.3672
4344.0,484133.2624366666,-62895.74833333334
4345.0,503433.26846,-132798.76189999998
4346.0,457223.4864566666,-95237.70001666668
4347.0,466509.7124333333,-103433.0364
4348.0,463792.1808266666,-104574.32224999995
4349.0,456222.8264833334,-96048.08063333332
4350.0,461598.4352999998,-70861.93963333333
4351.0,515891.3577666667,-140513.8512666666
4352.0,489727.5606399998,-104955.87218333334
4353.0,464762.21552,-116483.39443333332
4354.0,449894.5967766665,-83296.70058333335
4355.0,477606.08753,-127027.4587433333
4356.0,488328.0929133335,-251208.97796666663
4357.0,451171.7369833332,-72627.06483333334
4358.0,452855.3279133333,-133494.01326666673
4359.0,488088.55625999975,-116252.88431666663
4360.0,519192.6035599998,-170251.89203333322
4361.0,470790.07259333326,-175046.57941666667
4362.0,467696.6781899998,-91304.30226666668
4363.0,457453.8058366666,-63294.34465
4364.0,466911.58654333325,-120218.78544999997
4365.0,513754.2401133331,-199246.9858166667
4366.0,482069.6268733331,-160598.03785
4367.0,454419.2441933332,-57463.33632666667
4368.0,476303.30434,-211043.52240000007
4369.0,516843.75519666646,-85720.44058333337
4370.0,465017.5310566663,-98000.40391666668
4371.0,482526.2728866666,-129550.00460333336
4372.0,451097.98380666657,-51451.94418333334
4373.0,461287.8271499999,-63354.10808333333
4374.0,492098.9358466668,-114047.34693333338
4375.0,470757.460733333,-55665.6088
4376.0,491673.3231833331,-131822.35145
4377.0,453060.81724666647,-103379.21863333332
4378.0,463783.15950333327,-99876.19941666668
4379.0,477186.8455799997,-117805.80541999996
4380.0,474872.47825666674,-100044.05786666668
4381.0,471491.77795,-85421.18353333331
4382.0,462514.1286833332,-124103.336
4383.0,495347.9145333333,-177278.05698333334
4384.0,453826.6627466667,-147786.7717266667
4385.0,508974.44454,-159133.74353333333
4386.0,459640.8944866665,-92467.11195
4387.0,466669.4748733332,-127307.35793333336
4388.0,469633.5326833332,-84590.14246666669
4389.0,462691.7157699999,-86624.99026333333
4390.0,458851.2210866665,-117327.78023999996
4391.0,457156.5857133333,-74611.90997
4392.0,472719.94541666657,-129013.28642666667
4393.0,494065.04851666646,-189235.77331666663
4394.0,450697.68925666646,-60287.74061666669
4395.0,477083.80279999983,-190872.83219999992
4396.0,456519.44763,-39310.475500000015
4397.0,468966.2402166666,-132646.553
4398.0,452883.6394033332,-8851.891283333334
4399.0,484333.0803766668,-136725.66034333338
4400.0,480970.6239999998,-124539.16721666662
4401.0,469023.62898333336,-95580.08733333334
4402.0,484849.6169500001,-122500.38623000002
4403.0,483352.4552866665,-148821.31819666663
4404.0,463453.8648133332,-96878.86344666664
4405.0,485993.07382333337,-128206.31495
4406.0,468994.05815,-139405.2930166667
4407.0,460772.5548133332,-60504.689900000005
4408.0,495396.2347333333,-102471.93749999993
4409.0,499089.76468666666,-203936.29586666668
4410.0,504499.3739166669,-158677.98318333333
4411.0,458881.4494966664,-69229.35079999999
4412.0,457225.63602,-74554.04552333333
4413.0,454379.9460266664,-128901.04684999996
4414.0,715192.1395433332,-368598.7839333333
4415.0,468919.6401733331,-53139.45906666666
4416.0,469404.662523333,-107165.5499833333
4417.0,467302.7273633332,-103284.49090666666
4418.0,477353.7536733332,-66439.2489
4419.0,477209.0215999999,-105305.2812166667
4420.0,454085.6081333332,-42133.24821666665
4421.0,461421.5769900001,-42794.9124
4422.0,475910.4022599996,-182260.70168333323
4423.0,491257.4568566668,-146276.36673333327
4424.0,491553.2315566669,-104029.20419999998
4425.0,460887.57987,-69797.60213333333
4426.0,548792.9539399999,-257771.0598900001
4427.0,452296.2805466665,-27478.802416666666
4428.0,464350.6260533332,-127208.13572
4429.0,484928.3089099999,-135414.94382
4430.0,476873.78335666674,-89281.04753333333
4431.0,482365.4771033335,-173692.48625000005
4432.0,476386.7994566665,-62361.27639666666
4433.0,481297.30377,-159705.75583333333
4434.0,518734.90380333335,-257761.77759999997
4435.0,480777.17477,-145787.80433999997
4436.0,468109.083883333,-102952.62755000002
4437.0,468965.3589966665,-157499.96159
4438.0,451201.1178699999,-87463.55263666665
4439.0,458247.6486166666,-62639.57203333335
4440.0,462655.0512566666,-56254.14730000001
4441.0,475389.00298999983,-128256.6901433333
4442.0,462453.2803966669,-111025.13549666664
4443.0,482628.0296033332,-94516.53527000002
4444.0,486596.99181333336,-174471.26823999998
4445.0,462961.8344299999,-164322.9503333334
4446.0,474925.9560133335,-170895.32786666672
4447.0,451435.0145966666,-91284.24203333336
4448.0,464226.4218299998,-103198.06100666666
4449.0,493203.1725500001,-177820.8150666666
4450.0,455487.8193766664,-82036.43304999998
4451.0,482789.1006833333,-119316.73111666663
4452.0,455624.2300599999,-65007.94429999999
4453.0,455223.9910800001,-106196.85581666663
4454.0,470354.60041,-95092.52793333336
4455.0,460966.6649033333,-20271.07701666667
4456.0,477384.1022766666,-134050.53948333333
4457.0,480098.7046666666,-106885.96925
4458.0,528580.6928833333,-164356.92045
4459.0,544354.5120966665,-252849.33683000007
4460.0,446325.3115499998,-83023.03231666666
4461.0,454647.07488,-58111.809873333325
4462.0,449466.95992333326,-61913.008216666654
4463.0,461401.68803666654,-47727.63123333335
4464.0,473856.5356800001,-91430.5419333333
4465.0,483172.1477633332,-126416.30294999995
4466.0,454445.2406566662,-91367.62214666665
4467.0,457299.3384166667,-76130.19898333335
4468.0,483117.80932,-128810.2274333333
4469.0,454891.89356,-90861.03854999998
4470.0,449083.7076633331,-96011.15773333333
4471.0,476588.36593,-86556.10265
4472.0,483656.7750699999,-150887.7104
4473.0,464901.9152099999,-181559.46396999992
4474.0,473417.8197166665,-73266.60471666665
4475.0,496511.12062666647,-141869.5011566667
4476.0,446051.0795499999,-30934.79101666666
4477.0,549727.8153866663,-265397.5673166666
4478.0,555595.2413199998,-200196.22129333345
4479.0,459639.6011999998,-134399.8159
4480.0,478222.5807366668,-83741.69514999999
4481.0,458436.5440666664,-153349.2436999999
4482.0,482821.07987666666,-202498.00635
4483.0,462874.8714366666,-67890.22854000001
4484.0,456097.8131699997,-86626.50213666669
4485.0,474841.3789399999,-147128.70050666668
4486.0,484965.1417866667,-116236.69723333333
4487.0,444367.7175233333,-31574.434906666665
4488.0,474387.0875999999,-38025.46485
4489.0,508793.92322,-213073.3713666667
4490.0,455456.5395499999,-145671.54865
4491.0,505424.7330133331,-168178.63069999998
4492.0,474616.74322,-78148.83035
4493.0,466178.16969,-105069.96496666664
4494.0,482100.1250333335,-102258.41599
4495.0,473236.3137933333,-95965.59761333332
4496.0,491692.48228999984,-79559.77483333334
4497.0,469611.5573333332,-137255.94882999998
4498.0,487900.6071566665,-142981.07881666668
4499.0,596116.1520666667,-254246.11188333324
4500.0,498641.5890666663,-175660.84528333336
4501.0,462854.8931166666,-112824.9077666666
4502.0,462495.0766366668,-116605.37925000004
4503.0,484254.2671999998,-110349.5254
4504.0,452652.5539066665,-66284.19381666668
4505.0,478955.62384,-151290.4945066667
4506.0,458278.6624066664,-89702.63396666666
4507.0,478898.4982299996,-122279.66601666668
4508.0,493456.4499199998,-165349.28053333334
4509.0,480987.3101600001,-114458.25625666665
4510.0,505608.8467833333,-128794.08026666666
4511.0,478117.0578033334,-88848.71718666665
4512.0,464358.3796166665,-138462.01530333332
4513.0,487493.6411999998,-86985.62631666668
4514.0,452143.2235733332,-51550.98506666668
4515.0,485873.3309733333,-111535.53893333332
4516.0,457429.3282633333,-97091.82825000002
4517.0,492624.0547333334,-152942.62703333335
4518.0,446705.4122999999,-171864.3446166666
4519.0,500529.281483333,-73823.97776666666
4520.0,514725.7043399999,-159930.5684133333
4521.0,482860.6750333332,-202409.94701666676
4522.0,460272.0988733332,-32887.731400000004
4523.0,487366.8009633333,-101386.14821333336
4524.0,507635.49462666654,-181217.87831666667
4525.0,461043.9098866665,-107496.94341666666
4526.0,478226.6859866667,-161273.91590999995
4527.0,467486.4608999999,-141450.72951666667
4528.0,454156.9074833332,-68979.39001666666
4529.0,512534.830763333,-231672.2037300001
4530.0,506631.5676666668,-204199.2947533333
4531.0,494705.9305566665,-114825.73262
4532.0,527031.5407066665,-179462.8895
4533.0,485167.87815333327,-171211.06215333336
4534.0,455280.82398999983,-22196.871883333333
4535.0,451957.16661666654,-101215.45083333337
4536.0,471772.4848666666,-109061.52965
4537.0,459703.3928133332,-96823.84808333332
4538.0,460542.51707000006,-51005.26961666667
4539.0,463424.1249899999,-103280.34367333338
4540.0,466781.3127833333,-155316.17794999998
4541.0,478960.9814766667,-98637.21578333336
4542.0,581851.7288666667,-218588.45985
4543.0,474286.9049566666,-135869.89041666666
4544.0,442232.347093333,-67551.29763666668
4545.0,456689.15711999993,-50681.45955
4546.0,455647.8674466666,-104779.22078333332
4547.0,481410.5835166665,-105087.9319666667
4548.0,549067.55194,-156879.78950666665
4549.0,466821.7711066665,-115827.33301666669
4550.0,478787.5176866668,-58472.29923333333
4551.0,465120.8203766664,-141668.41117
4552.0,452354.9294099999,-127132.57644666662
4553.0,488699.15278333327,-162037.6038
4554.0,486073.52445,-132324.19932666665
4555.0,474866.9330966668,-121566.34405999996
4556.0,517476.15081666654,-123792.9921
4557.0,455838.7897399999,-149297.26843666664
4558.0,525862.3783133334,-238159.1520333333
4559.0,468493.1397799999,-66663.83181666667
4560.0,453955.5682499999,-49089.11316666668
4561.0,482955.8561666667,-144292.57006666667
4562.0,462315.62255,-97418.09886666664
4563.0,478565.9500399999,-105555.31260000003
4564.0,453689.6626999998,-40268.76354333335
4565.0,455973.2427666666,-52637.78875000001
4566.0,481157.7627266665,-148387.69567666663
4567.0,467006.6066499999,-128207.45653333336
4568.0,488986.1125499997,-140957.58451666663
4569.0,466067.69354666665,-109792.1772
4570.0,520280.8782233332,-200785.54085
4571.0,462513.1138300001,-101365.92643333334
4572.0,452996.82745666656,-103382.85145
4573.0,461795.58145333326,-60976.19866666667
4574.0,463312.1166499999,-112371.26231666662
4575.0,454264.9312300001,-42868.14091666665
4576.0,475559.8834333331,-113981.25621666665
4577.0,470355.986573333,-148869.93861333336
4578.0,480318.8306666668,-84461.78143333332
4579.0,469491.2509866666,-125551.39456999996
4580.0,454810.2530533333,-82458.80458333336
4581.0,467173.65870666655,-59014.20363333332
4582.0,478759.7985166664,-168372.16113333337
4583.0,455126.1853399998,-88697.70113
4584.0,462065.2290766666,-59844.204533333344
4585.0,454557.77599999984,-37978.50768333333
4586.0,515894.2819199999,-233984.92495
4587.0,458049.4903066665,-127147.1927
4588.0,618826.4988533333,-198342.57293333337
4589.0,478957.46449,-100989.22693333335
4590.0,455001.9823866665,-21586.72288333333
4591.0,521199.2596066664,-209039.70924333335
4592.0,455872.20976333297,-123352.43237666672
4593.0,459458.10960999975,-73215.07646666664
4594.0,485064.5654166664,-134888.1134866667
4595.0,488294.8931366665,-121777.44049999995
4596.0,479878.0562666665,-117663.40491666664
4597.0,455818.2918633332,-112587.52320000004
4598.0,469551.3997233333,-130940.41126666663
4599.0,463380.29869666655,-52391.93453333333
4600.0,491650.03737666656,-130607.03553
4601.0,484772.0106066667,-169827.9495166666
4602.0,470154.1870533332,-80938.91064999999
4603.0,481086.8353400001,-72638.45003333333
4604.0,504032.96131666657,-267019.8516833335
4605.0,465510.2303233332,-168940.95401666663
4606.0,498598.2492833331,-93581.33451666668
4607.0,470681.1364766664,-79934.39379999999
4608.0,490426.5711766665,-76901.70456666665
4609.0,466195.8417166668,-169892.7190166666
4610.0,464349.1344533333,-103187.25581666666
4611.0,511724.15724999993,-112497.92958333336
4612.0,472410.98759999976,-105880.99561666668
4613.0,491699.9079599999,-206952.88272666675
4614.0,488482.7623433331,-172064.7884
4615.0,541859.1053333331,-234025.23106666663
4616.0,451526.7298633333,-110474.52278333336
4617.0,457199.8129500001,-58502.77406666664
4618.0,503468.20335,-129181.80350000002
4619.0,465947.6177,-100469.84238333337
4620.0,457152.6958499999,-67896.54736666668
4621.0,451989.1706966665,-114877.68506333337
4622.0,491475.2941566666,-133302.5176166667
4623.0,486975.1922499999,-74813.16023333333
4624.0,485609.82910999993,-118802.94666666671
4625.0,450671.3266766665,-95866.43973333332
4626.0,467898.47827,-111544.54241666663
4627.0,507981.1976833333,-148276.27214000002
4628.0,473130.7521666665,-162374.28269999995
4629.0,449791.5495499999,-40906.47035
4630.0,491289.36362,-210043.43869666677
4631.0,457303.98415333335,-41277.92290000001
4632.0,471599.3942866666,-47334.51863333331
4633.0,457221.6278266664,-36166.25073333333
4634.0,472797.4553299999,-99612.36241666664
4635.0,457487.02271999983,-45464.79495000001
4636.0,461396.9778833334,-89688.6657
4637.0,494504.12714999984,-171339.14983333327
4638.0,454042.3697466665,-34848.35972666667
4639.0,493715.6253666667,-86880.55624999998
4640.0,465993.25170999975,-85216.67433333331
4641.0,448631.2170333332,-83076.15526666667
4642.0,473959.7585666666,-108270.52124999998
4643.0,484989.1034633329,-127969.27066666668
4644.0,538036.8004733331,-176864.0155333333
4645.0,547431.9830566664,-173891.4500833333
4646.0,489928.8151933331,-109698.7592
4647.0,468570.0874366664,-95561.62071666664
4648.0,501686.1344633334,-169882.27
4649.0,479142.6784466664,-153322.38918000003
4650.0,465530.9820466664,-190957.76073
4651.0,531272.04267,-193576.441
4652.0,453425.8972433332,-88256.53215000001
4653.0,467493.4477066667,-108936.9657
4654.0,506976.2094766665,-170897.51747
4655.0,564396.1897266663,-197176.61788333333
4656.0,509288.2309666665,-159085.2630966666
4657.0,453877.0933333332,-47221.02711666666
4658.0,487622.77462666656,-136332.12304666667
4659.0,477708.0470366664,-35104.11026666667
4660.0,483779.48315,-204551.83028333337
4661.0,453430.8213,-29911.29734333333
4662.0,485604.28028333327,-49687.97253333334
4663.0,457688.8263666665,-39079.50118333333
4664.0,501878.5958166666,-279571.4101166667
4665.0,502008.5226333332,-213781.3163333333
4666.0,530713.9071199999,-99801.12362666668
4667.0,480768.7666333333,-154455.7107166666
4668.0,466064.22519333306,-177279.96515333332
4669.0,507921.3354999999,-160323.55766666666
4670.0,538406.9176533334,-91437.46841666668
4671.0,478991.6360699999,-88320.38268333333
4672.0,457982.3018,-69613.87706666668
4673.0,523502.09196999983,-268202.7673999999
4674.0,477159.51400666655,-141868.26068333333
4675.0,464197.3750633332,-39538.144983333324
4676.0,482240.5220366666,-123389.19701666669
4677.0,452924.55375333305,-44244.85753999999
4678.0,463969.0572933334,-62574.3544
4679.0,460854.02770333306,-171752.6692666667
4680.0,458424.3735566666,-34675.48445
4681.0,466483.20391,-99781.37981666668
4682.0,455977.0732933332,-45855.04105
4683.0,485136.7794366664,-101715.23585
4684.0,471615.7886033334,-131244.3719333333
4685.0,456406.9816333335,-174007.02185000005
4686.0,510295.3490333332,-194395.9112333333
4687.0,500836.3368999998,-218574.17511666653
4688.0,486351.01478666667,-164669.80534999995
4689.0,466657.6927166666,-96665.12219999995
4690.0,484313.4386633332,-183670.91781666665
4691.0,450659.8440533332,-50978.33965666666
4692.0,457579.62440666655,-41066.126200000006
4693.0,469904.7062999999,-64990.30156666666
4694.0,457494.8302599999,-76027.68571333334
4695.0,482973.2808466667,-138968.71399999992
4696.0,450840.8761133332,-51098.569533333335
4697.0,475792.2699333333,-115868.92285
4698.0,480990.2737333333,-120874.57139999996
4699.0,476414.61302333325,-81502.6781666667
4700.0,450592.22374333313,-68219.13756666666
4701.0,485778.9096666667,-106781.7943
4702.0,498461.99411,-125526.46441666664
4703.0,475778.8504533334,-93564.90208333332
4704.0,482681.48413999984,-157116.38062333327
4705.0,463046.3521333332,-35942.698533333336
4706.0,500754.9403166668,-166185.30950000003
4707.0,504496.6115333334,-143164.76896666666
4708.0,470826.7294833332,-81917.15870000001
4709.0,478538.1459499998,-86636.64991666668
4710.0,450994.73949,-84441.47498333332
4711.0,466847.8400766667,-128660.5590566666
4712.0,477062.9451299998,-39634.45163333334
4713.0,460151.85488999984,-203300.10930000007
4714.0,503747.94223666674,-252905.89328333337
4715.0,449249.21998,-33744.527183333325
4716.0,473721.7710800001,-88745.60649999998
4717.0,453368.0207166665,-74570.42341666669
4718.0,467001.61915666657,-58005.36813333335
4719.0,468870.6598966664,-161652.6690233334
4720.0,462607.89741666656,-103323.19055
4721.0,448550.8970133332,-62902.22326333333
4722.0,458743.1081533333,-78033.36326666668
4723.0,459263.4424199999,-102477.30493333332
4724.0,475688.0581866667,-120382.34601666663
4725.0,458144.3339033333,-95958.19493333332
4726.0,473967.8668499997,-136515.00181666663
4727.0,478325.0741733333,-114532.18976666663
4728.0,456685.27955666656,-63172.40416666666
4729.0,462952.6119266666,-55233.20714999998
4730.0,471502.9102833331,-87636.49705
4731.0,465822.91414666665,-98812.38670000005
4732.0,454984.0351166666,-41031.62688333335
4733.0,480152.0182999999,-138957.16387999998
4734.0,460011.5903599999,-91002.41386666664
4735.0,461806.36159333313,-191426.58618333333
4736.0,456958.6037999999,-106020.02335000002
4737.0,464229.4736466666,-145597.32658333328
4738.0,469973.24408333306,-101896.86619999996
4739.0,480068.3263866666,-105289.57606666668
4740.0,458273.11620666645,-63551.93108333334
4741.0,449834.41238333326,-57288.01267
4742.0,514385.5066966665,-176713.41413999998
4743.0,469747.5084300001,-183143.8028966665
4744.0,482209.25133666623,-93288.69091333335
4745.0,463356.6038166668,-83568.99076666663
4746.0,449731.0195966665,-125184.15421666668
4747.0,491838.5762699998,-144792.4993366667
4748.0,456506.2592899999,-52544.96405000001
4749.0,458473.8380833332,-134071.4837266666
4750.0,458360.50969999976,-73095.33494000002
4751.0,469326.3771633333,-84786.98286666667
4752.0,470882.0359699999,-134494.5642666667
4753.0,455613.578333333,-50525.37273333333
4754.0,485979.95401333336,-93001.58163333336
4755.0,484995.3531699998,-121865.13109333332
4756.0,450483.1150166666,-56831.83808333332
4757.0,456429.1643233333,-54866.51786666668
4758.0,507151.3932666667,-93074.35025
4759.0,474712.50369,-102953.68942
4760.0,472764.7224299999,-52904.200400000016
4761.0,452121.6534333331,-79767.7397
4762.0,452661.8143133333,-63403.18465
4763.0,463090.9171466666,-92378.95836666667
4764.0,452691.9003833332,-121488.81564999996
4765.0,469567.01528666646,-78194.54628333333
4766.0,458082.20839666657,-139890.45000000004
4767.0,496366.2536466667,-143983.51043333331
4768.0,469411.2283933331,-81982.01896666666
4769.0,456324.3538033332,-35244.39865
4770.0,462778.7480933332,-68775.89145000002
4771.0,461947.8594233333,-117736.39817333332
4772.0,458391.43098333327,-72201.64838333335
4773.0,468860.6955566666,-82559.61386666668
4774.0,492550.96563,-108165.97515
4775.0,468761.8104366666,-61874.18178333334
4776.0,456979.7615433333,-43783.11323333333
4777.0,456460.46963333327,-84497.71266666664
4778.0,470858.7283333332,-113933.45079999998
4779.0,463767.79814666655,-157364.88618333338
4780.0,466402.93996666645,-111102.06506666666
4781.0,451022.1615833332,-34831.72073333333
4782.0,463696.0176299997,-133337.36819999997
4783.0,450577.8329533331,-122856.43591666668
4784.0,467086.7043099998,-44449.82853333333
4785.0,468970.44506333326,-147962.32759666664
4786.0,453763.3567833332,-106516.75169999998
4787.0,476578.6302533334,-109350.58401666667
4788.0,452442.8718799998,-23636.62355
4789.0,486028.7431266666,-172879.6043833333
4790.0,452419.5783099998,-108416.79647000002
4791.0,500985.68650000007,-41961.86066666666
4792.0,476938.3601233331,-101789.29179333334
4793.0,478246.7464733334,-99411.72085
4794.0,468168.99599666655,-70384.73873333335
4795.0,480620.0813199998,-115843.84709999998
4796.0,463049.6949200001,-165510.51878
4797.0,475700.54257666646,-81944.01012333334
4798.0,551378.42218,-287132.86604999995
4799.0,463243.85624333314,-124910.64412666664
4800.0,466603.3076999998,-67242.19120000002
4801.0,517911.1663299996,-197885.40043333327
4802.0,473240.00776000007,-144722.55271666666
4803.0,544135.8521799999,-195917.96743333328
4804.0,503371.0892266664,-118331.16283333334
4805.0,469073.8379266666,-89469.8822
4806.0,448108.9254733333,-42667.60301666666
4807.0,491225.9155999998,-134587.80321666668
4808.0,478903.7789033332,-133132.14344333336
4809.0,466920.33101666666,-88575.98269999998
4810.0,460947.8264899998,-105861.25686666666
4811.0,457974.3021299999,-55297.82364666667
4812.0,480836.7438333333,-141748.40466666667
4813.0,446174.717573333,-86681.25626333331
4814.0,465293.94522,-90529.30566666664
4815.0,453867.3860333333,-146025.5433333333
4816.0,455817.3777033332,-79216.94731666667
4817.0,467417.8437333333,-123833.05745000004
4818.0,457969.80066,-111922.64015333334
4819.0,466607.6202933336,-123390.41003333338
4820.0,465515.9738633332,-68871.18131666667
4821.0,476406.2976566664,-133052.47823333333
4822.0,447963.1207666666,-70781.23210000001
4823.0,470931.1698666666,-96013.9927
4824.0,476344.52466666646,-97320.6614166667
4825.0,486243.33718999993,-164991.9368666666
4826.0,450456.0157633332,-107129.04766666664
4827.0,512408.7116066664,-207497.1643033333
4828.0,480683.44752,-127503.97507666664
4829.0,486215.1204633332,-106498.36301666664
4830.0,467676.4387899999,-151809.30636333334
4831.0,453801.0449699999,-39965.6465
4832.0,448320.49814666674,-81134.18928333334
4833.0,475488.122533333,-122285.27784999995
4834.0,501074.3520499999,-139004.45921666664
4835.0,458835.7430333335,-70878.16721333332
4836.0,466522.9447766666,-145393.83152666665
4837.0,454442.31887666654,-57180.837656666656
4838.0,465978.8593333332,-104150.60986666668
4839.0,454377.0720499998,-60011.599366666655
4840.0,451886.6963466667,-72368.37204999999
4841.0,479406.6175833333,-141334.83180000007
4842.0,500189.9968933332,-199698.7887000001
4843.0,447276.8130699998,-60062.01624999999
4844.0,482682.9722466664,-102867.19096666665
4845.0,476362.7514166668,-112750.65146666668
4846.0,459714.5673933332,-76051.16930000001
4847.0,457105.95259666647,-102601.24654999997
4848.0,444823.1757333332,-75869.71066666664
4849.0,455125.54801666655,-15772.425583333332
4850.0,482813.08949999977,-167095.9432566665
4851.0,468841.8851166665,-107844.32843333336
4852.0,467922.6132766666,-73977.59809000001
4853.0,461045.3251833332,-51035.55054999999
4854.0,477789.15645000007,-164837.20703333337
4855.0,475035.2026266666,-77637.89828000001
4856.0,473340.11036333314,-79806.84801666667
4857.0,487396.64598,-129572.56996666663
4858.0,456644.5821766665,-104364.94811666664
4859.0,464625.2873133331,-103031.05031333336
4860.0,481548.4753366665,-150879.3919833333
4861.0,534656.3816166667,-154575.85123333338
4862.0,467823.5636,-148574.14758333337
4863.0,472178.5988033335,-94114.26577
4864.0,484761.7317433331,-70980.70246666667
4865.0,500966.8933499999,-119152.40533333334
4866.0,459306.39965333306,-112510.26663999996
4867.0,456558.8177366664,-90910.63624999998
4868.0,490936.43792000005,-171588.72754999998
4869.0,460862.3814899998,-116702.17213333333
4870.0,450287.6183933331,-61261.75060000001
4871.0,469784.85014333326,-98147.72182666665
4872.0,474240.7303699999,-86121.07724999999
4873.0,452463.81995333306,-113792.97381666668
4874.0,515042.45543,-168460.06566666666
4875.0,462865.1977733331,-82404.15106666666
4876.0,453006.5760466667,-124153.6555666667
4877.0,451382.4931633332,-82537.39642333332
4878.0,474290.7280933332,-74814.15976333334
4879.0,469963.2216833333,-169043.8156333333
4880.0,481597.7693833333,-168517.18644999998
4881.0,497268.0583000001,-123083.6832166666
4882.0,452049.9347466666,-74595.70616666664
4883.0,465572.7059466666,-102084.50869999998
4884.0,466784.71890333336,-97563.17953333334
4885.0,467837.12792999984,-104152.88881666667
4886.0,472144.2506133334,-122518.3559666667
4887.0,494412.8708,-128562.1932
4888.0,484173.87964333326,-136370.5659033333
4889.0,499857.81405666686,-179680.0410166667
4890.0,462594.0699366668,-108485.83759999998
4891.0,494526.55107,-175365.58231000003
4892.0,468495.23452999984,-100786.23011666664
4893.0,453299.9450366667,-102317.16953
4894.0,457371.0451633331,-80559.91251666666
4895.0,595015.9771899998,-190666.6238833333
4896.0,452120.5463899998,-76492.72415000001
4897.0,526951.9437499996,-132092.90653666668
4898.0,458235.10928666656,-74261.1712
4899.0,489277.05727999983,-149628.06166666668
4900.0,518086.87522666657,-161031.18171666664
4901.0,473105.418643333,-124897.37839333332
4902.0,478560.70564999984,-111593.0831833333
4903.0,451996.0557433333,-52180.76262999998
4904.0,522982.20518333337,-229024.1458000001
4905.0,449851.5257799998,-24286.79506666667
4906.0,496055.9650566665,-137868.18056666662
4907.0,456003.093,-91672.52656666668
4908.0,445644.75453,-109540.41591999998
4909.0,470559.6213800001,-128325.16091666672
4910.0,471136.1380333332,-136184.89670666668
4911.0,451304.6760399998,-96823.5747233333
4912.0,474063.31617000006,-107628.09281666666
4913.0,488349.9801766665,-100861.57577666664
4914.0,452769.1620433332,-119213.79448333336
4915.0,501437.6117333335,-203690.54089999996
4916.0,451988.67938666645,-37828.63505
4917.0,451619.8910699999,-159512.24602666678
4918.0,475464.3018533333,-76067.32658333333
4919.0,472552.7744433333,-118989.18306333332
4920.0,451133.24655333336,-52862.04865
4921.0,455082.37270333327,-37628.49797
4922.0,464154.31307333335,-86397.29259666668
